"country","age_group","target_end_date","year_week","week","year","weekly_rsv_hospitalisations","season"
"Denmark","total",2028-05-07,"2028-W18",18,2028,29,"2027/2028"
"Denmark","total",2028-05-14,"2028-W19",19,2028,22,"2027/2028"
"Denmark","total",2028-05-21,"2028-W20",20,2028,12,"2027/2028"
"Denmark","total",2028-05-28,"2028-W21",21,2028,11,"2027/2028"
"Denmark","total",2028-06-04,"2028-W22",22,2028,6,"2027/2028"
"Denmark","total",2028-06-11,"2028-W23",23,2028,7,"2027/2028"
"Denmark","total",2028-06-18,"2028-W24",24,2028,11,"2027/2028"
"Denmark","total",2028-06-25,"2028-W25",25,2028,6,"2027/2028"
"Denmark","total",2028-07-02,"2028-W26",26,2028,13,"2027/2028"
"Denmark","total",2028-07-09,"2028-W27",27,2028,6,"2027/2028"
"Denmark","total",2028-07-16,"2028-W28",28,2028,7,"2027/2028"
"Denmark","total",2028-07-23,"2028-W29",29,2028,4,"2027/2028"
"Denmark","total",2028-07-30,"2028-W30",30,2028,8,"2027/2028"
"Denmark","total",2028-08-06,"2028-W31",31,2028,8,"2027/2028"
"Denmark","total",2028-08-13,"2028-W32",32,2028,6,"2027/2028"
"Denmark","total",2028-08-20,"2028-W33",33,2028,5,"2027/2028"
"Denmark","total",2028-08-27,"2028-W34",34,2028,11,"2027/2028"
"Estonia","total",2026-09-06,"2026-W36",36,2026,2,"2026/2027"
"Estonia","total",2026-09-13,"2026-W37",37,2026,3,"2026/2027"
"Estonia","total",2026-09-20,"2026-W38",38,2026,6,"2026/2027"
"Estonia","total",2026-09-27,"2026-W39",39,2026,3,"2026/2027"
"Estonia","total",2026-10-04,"2026-W40",40,2026,7,"2026/2027"
"Estonia","total",2026-10-11,"2026-W41",41,2026,11,"2026/2027"
"Estonia","total",2026-10-18,"2026-W42",42,2026,13,"2026/2027"
"Estonia","total",2026-10-25,"2026-W43",43,2026,20,"2026/2027"
"Estonia","total",2026-11-01,"2026-W44",44,2026,26,"2026/2027"
"Estonia","total",2026-11-08,"2026-W45",45,2026,44,"2026/2027"
"Estonia","total",2026-11-15,"2026-W46",46,2026,55,"2026/2027"
"Estonia","total",2026-11-22,"2026-W47",47,2026,62,"2026/2027"
"Estonia","total",2026-11-29,"2026-W48",48,2026,70,"2026/2027"
"Estonia","total",2026-12-06,"2026-W49",49,2026,66,"2026/2027"
"Estonia","total",2026-12-13,"2026-W50",50,2026,65,"2026/2027"
"Estonia","total",2026-12-20,"2026-W51",51,2026,69,"2026/2027"
"Estonia","total",2026-12-27,"2026-W52",52,2026,52,"2026/2027"
"Estonia","total",2027-01-03,"2026-W53",53,2026,40,"2026/2027"
"Estonia","total",2027-01-10,"2027-W01",1,2027,50,"2026/2027"
"Estonia","total",2027-01-17,"2027-W02",2,2027,39,"2026/2027"
"Estonia","total",2027-01-24,"2027-W03",3,2027,26,"2026/2027"
"Estonia","total",2027-01-31,"2027-W04",4,2027,26,"2026/2027"
"Estonia","total",2027-02-07,"2027-W05",5,2027,21,"2026/2027"
"Estonia","total",2027-02-14,"2027-W06",6,2027,24,"2026/2027"
"Estonia","total",2027-02-21,"2027-W07",7,2027,21,"2026/2027"
"Estonia","total",2027-02-28,"2027-W08",8,2027,23,"2026/2027"
"Estonia","total",2027-03-07,"2027-W09",9,2027,15,"2026/2027"
"Estonia","total",2027-03-14,"2027-W10",10,2027,20,"2026/2027"
"Estonia","total",2027-03-21,"2027-W11",11,2027,10,"2026/2027"
"Estonia","total",2027-03-28,"2027-W12",12,2027,6,"2026/2027"
"Estonia","total",2027-04-04,"2027-W13",13,2027,9,"2026/2027"
"Estonia","total",2027-04-11,"2027-W14",14,2027,8,"2026/2027"
"Estonia","total",2027-04-18,"2027-W15",15,2027,6,"2026/2027"
"Estonia","total",2027-04-25,"2027-W16",16,2027,6,"2026/2027"
"Estonia","total",2027-05-02,"2027-W17",17,2027,3,"2026/2027"
"Estonia","total",2027-05-09,"2027-W18",18,2027,7,"2026/2027"
"Estonia","total",2027-05-16,"2027-W19",19,2027,6,"2026/2027"
"Estonia","total",2027-05-23,"2027-W20",20,2027,3,"2026/2027"
"Estonia","total",2027-05-30,"2027-W21",21,2027,3,"2026/2027"
"Estonia","total",2027-06-06,"2027-W22",22,2027,2,"2026/2027"
"Estonia","total",2027-06-13,"2027-W23",23,2027,1,"2026/2027"
"Estonia","total",2027-06-20,"2027-W24",24,2027,1,"2026/2027"
"Estonia","total",2027-06-27,"2027-W25",25,2027,3,"2026/2027"
"Estonia","total",2027-07-04,"2027-W26",26,2027,4,"2026/2027"
"Estonia","total",2027-07-11,"2027-W27",27,2027,0,"2026/2027"
"Estonia","total",2027-07-18,"2027-W28",28,2027,1,"2026/2027"
"Estonia","total",2027-07-25,"2027-W29",29,2027,0,"2026/2027"
"Estonia","total",2027-08-01,"2027-W30",30,2027,1,"2026/2027"
"Estonia","total",2027-08-08,"2027-W31",31,2027,1,"2026/2027"
"Estonia","total",2027-08-15,"2027-W32",32,2027,1,"2026/2027"
"Estonia","total",2027-08-22,"2027-W33",33,2027,2,"2026/2027"
"Estonia","total",2027-08-29,"2027-W34",34,2027,0,"2026/2027"
"Estonia","total",2027-09-05,"2027-W35",35,2027,2,"2027/2028"
"Estonia","total",2027-09-12,"2027-W36",36,2027,3,"2027/2028"
"Estonia","total",2027-09-19,"2027-W37",37,2027,6,"2027/2028"
"Estonia","total",2027-09-26,"2027-W38",38,2027,3,"2027/2028"
"Estonia","total",2027-10-03,"2027-W39",39,2027,7,"2027/2028"
"Estonia","total",2027-10-10,"2027-W40",40,2027,11,"2027/2028"
"Estonia","total",2027-10-17,"2027-W41",41,2027,13,"2027/2028"
"Estonia","total",2027-10-24,"2027-W42",42,2027,20,"2027/2028"
"Estonia","total",2027-10-31,"2027-W43",43,2027,26,"2027/2028"
"Estonia","total",2027-11-07,"2027-W44",44,2027,44,"2027/2028"
"Estonia","total",2027-11-14,"2027-W45",45,2027,55,"2027/2028"
"Estonia","total",2027-11-21,"2027-W46",46,2027,62,"2027/2028"
"Estonia","total",2027-11-28,"2027-W47",47,2027,70,"2027/2028"
"Estonia","total",2027-12-05,"2027-W48",48,2027,66,"2027/2028"
"Estonia","total",2027-12-12,"2027-W49",49,2027,65,"2027/2028"
"Estonia","total",2027-12-19,"2027-W50",50,2027,69,"2027/2028"
"Estonia","total",2027-12-26,"2027-W51",51,2027,52,"2027/2028"
"Estonia","total",2028-01-02,"2027-W52",52,2027,40,"2027/2028"
"Estonia","total",2028-01-09,"2028-W01",1,2028,50,"2027/2028"
"Estonia","total",2028-01-16,"2028-W02",2,2028,39,"2027/2028"
"Estonia","total",2028-01-23,"2028-W03",3,2028,26,"2027/2028"
"Estonia","total",2028-01-30,"2028-W04",4,2028,26,"2027/2028"
"Estonia","total",2028-02-06,"2028-W05",5,2028,21,"2027/2028"
"Estonia","total",2028-02-13,"2028-W06",6,2028,24,"2027/2028"
"Estonia","total",2028-02-20,"2028-W07",7,2028,21,"2027/2028"
"Estonia","total",2028-02-27,"2028-W08",8,2028,23,"2027/2028"
"Estonia","total",2028-03-05,"2028-W09",9,2028,15,"2027/2028"
"Estonia","total",2028-03-12,"2028-W10",10,2028,20,"2027/2028"
"Estonia","total",2028-03-19,"2028-W11",11,2028,10,"2027/2028"
"Estonia","total",2028-03-26,"2028-W12",12,2028,6,"2027/2028"
"Estonia","total",2028-04-02,"2028-W13",13,2028,9,"2027/2028"
"Estonia","total",2028-04-09,"2028-W14",14,2028,8,"2027/2028"
"Estonia","total",2028-04-16,"2028-W15",15,2028,6,"2027/2028"
"Estonia","total",2028-04-23,"2028-W16",16,2028,6,"2027/2028"
"Estonia","total",2028-04-30,"2028-W17",17,2028,3,"2027/2028"
"Estonia","total",2028-05-07,"2028-W18",18,2028,7,"2027/2028"
"Estonia","total",2028-05-14,"2028-W19",19,2028,6,"2027/2028"
"Estonia","total",2028-05-21,"2028-W20",20,2028,3,"2027/2028"
"Estonia","total",2028-05-28,"2028-W21",21,2028,3,"2027/2028"
"Estonia","total",2028-06-04,"2028-W22",22,2028,2,"2027/2028"
"Estonia","total",2028-06-11,"2028-W23",23,2028,1,"2027/2028"
"Estonia","total",2028-06-18,"2028-W24",24,2028,1,"2027/2028"
"Estonia","total",2028-06-25,"2028-W25",25,2028,3,"2027/2028"
"Estonia","total",2028-07-02,"2028-W26",26,2028,4,"2027/2028"
"Estonia","total",2028-07-09,"2028-W27",27,2028,0,"2027/2028"
"Estonia","total",2028-07-16,"2028-W28",28,2028,1,"2027/2028"
"Estonia","total",2028-07-23,"2028-W29",29,2028,0,"2027/2028"
"Estonia","total",2028-07-30,"2028-W30",30,2028,1,"2027/2028"
"Estonia","total",2028-08-06,"2028-W31",31,2028,1,"2027/2028"
"Estonia","total",2028-08-13,"2028-W32",32,2028,1,"2027/2028"
"Estonia","total",2028-08-20,"2028-W33",33,2028,2,"2027/2028"
"Estonia","total",2028-08-27,"2028-W34",34,2028,0,"2027/2028"
"Finland","total",2026-09-06,"2026-W36",36,2026,6,"2026/2027"
"Finland","total",2026-09-13,"2026-W37",37,2026,2,"2026/2027"
"Finland","total",2026-09-20,"2026-W38",38,2026,12,"2026/2027"
"Finland","total",2026-09-27,"2026-W39",39,2026,15,"2026/2027"
"Finland","total",2026-10-04,"2026-W40",40,2026,21,"2026/2027"
"Finland","total",2026-10-11,"2026-W41",41,2026,31,"2026/2027"
"Finland","total",2026-10-18,"2026-W42",42,2026,53,"2026/2027"
"Finland","total",2026-10-25,"2026-W43",43,2026,64,"2026/2027"
"Finland","total",2026-11-01,"2026-W44",44,2026,92,"2026/2027"
"Finland","total",2026-11-08,"2026-W45",45,2026,111,"2026/2027"
"Finland","total",2026-11-15,"2026-W46",46,2026,150,"2026/2027"
"Finland","total",2026-11-22,"2026-W47",47,2026,178,"2026/2027"
"Finland","total",2026-11-29,"2026-W48",48,2026,191,"2026/2027"
"Finland","total",2026-12-06,"2026-W49",49,2026,222,"2026/2027"
"Finland","total",2026-12-13,"2026-W50",50,2026,235,"2026/2027"
"Finland","total",2026-12-20,"2026-W51",51,2026,227,"2026/2027"
"Finland","total",2026-12-27,"2026-W52",52,2026,205,"2026/2027"
"Finland","total",2027-01-03,"2026-W53",53,2026,188,"2026/2027"
"Finland","total",2027-01-10,"2027-W01",1,2027,148,"2026/2027"
"Finland","total",2027-01-17,"2027-W02",2,2027,145,"2026/2027"
"Finland","total",2027-01-24,"2027-W03",3,2027,111,"2026/2027"
"Finland","total",2027-01-31,"2027-W04",4,2027,84,"2026/2027"
"Finland","total",2027-02-07,"2027-W05",5,2027,103,"2026/2027"
"Finland","total",2027-02-14,"2027-W06",6,2027,69,"2026/2027"
"Finland","total",2027-02-21,"2027-W07",7,2027,73,"2026/2027"
"Finland","total",2027-02-28,"2027-W08",8,2027,75,"2026/2027"
"Finland","total",2027-03-07,"2027-W09",9,2027,50,"2026/2027"
"Finland","total",2027-03-14,"2027-W10",10,2027,40,"2026/2027"
"Finland","total",2027-03-21,"2027-W11",11,2027,38,"2026/2027"
"Finland","total",2027-03-28,"2027-W12",12,2027,30,"2026/2027"
"Finland","total",2027-04-04,"2027-W13",13,2027,21,"2026/2027"
"Finland","total",2027-04-11,"2027-W14",14,2027,27,"2026/2027"
"Finland","total",2027-04-18,"2027-W15",15,2027,29,"2026/2027"
"Finland","total",2027-04-25,"2027-W16",16,2027,25,"2026/2027"
"Finland","total",2027-05-02,"2027-W17",17,2027,13,"2026/2027"
"Finland","total",2027-05-09,"2027-W18",18,2027,16,"2026/2027"
"Finland","total",2027-05-16,"2027-W19",19,2027,17,"2026/2027"
"Finland","total",2027-05-23,"2027-W20",20,2027,8,"2026/2027"
"Finland","total",2027-05-30,"2027-W21",21,2027,8,"2026/2027"
"Finland","total",2027-06-06,"2027-W22",22,2027,6,"2026/2027"
"Finland","total",2027-06-13,"2027-W23",23,2027,6,"2026/2027"
"Finland","total",2027-06-20,"2027-W24",24,2027,3,"2026/2027"
"Finland","total",2027-06-27,"2027-W25",25,2027,6,"2026/2027"
"Finland","total",2027-07-04,"2027-W26",26,2027,9,"2026/2027"
"Finland","total",2027-07-11,"2027-W27",27,2027,3,"2026/2027"
"Finland","total",2027-07-18,"2027-W28",28,2027,5,"2026/2027"
"Finland","total",2027-07-25,"2027-W29",29,2027,5,"2026/2027"
"Finland","total",2027-08-01,"2027-W30",30,2027,5,"2026/2027"
"Finland","total",2027-08-08,"2027-W31",31,2027,4,"2026/2027"
"Finland","total",2027-08-15,"2027-W32",32,2027,3,"2026/2027"
"Finland","total",2027-08-22,"2027-W33",33,2027,5,"2026/2027"
"Finland","total",2027-08-29,"2027-W34",34,2027,6,"2026/2027"
"Finland","total",2027-09-05,"2027-W35",35,2027,6,"2027/2028"
"Finland","total",2027-09-12,"2027-W36",36,2027,2,"2027/2028"
"Finland","total",2027-09-19,"2027-W37",37,2027,12,"2027/2028"
"Finland","total",2027-09-26,"2027-W38",38,2027,15,"2027/2028"
"Finland","total",2027-10-03,"2027-W39",39,2027,21,"2027/2028"
"Finland","total",2027-10-10,"2027-W40",40,2027,31,"2027/2028"
"Finland","total",2027-10-17,"2027-W41",41,2027,53,"2027/2028"
"Finland","total",2027-10-24,"2027-W42",42,2027,64,"2027/2028"
"Finland","total",2027-10-31,"2027-W43",43,2027,92,"2027/2028"
"Finland","total",2027-11-07,"2027-W44",44,2027,111,"2027/2028"
"Finland","total",2027-11-14,"2027-W45",45,2027,150,"2027/2028"
"Finland","total",2027-11-21,"2027-W46",46,2027,178,"2027/2028"
"Finland","total",2027-11-28,"2027-W47",47,2027,191,"2027/2028"
"Finland","total",2027-12-05,"2027-W48",48,2027,222,"2027/2028"
"Finland","total",2027-12-12,"2027-W49",49,2027,235,"2027/2028"
"Finland","total",2027-12-19,"2027-W50",50,2027,227,"2027/2028"
"Finland","total",2027-12-26,"2027-W51",51,2027,205,"2027/2028"
"Finland","total",2028-01-02,"2027-W52",52,2027,188,"2027/2028"
"Finland","total",2028-01-09,"2028-W01",1,2028,148,"2027/2028"
"Finland","total",2028-01-16,"2028-W02",2,2028,145,"2027/2028"
"Finland","total",2028-01-23,"2028-W03",3,2028,111,"2027/2028"
"Finland","total",2028-01-30,"2028-W04",4,2028,84,"2027/2028"
"Finland","total",2028-02-06,"2028-W05",5,2028,103,"2027/2028"
"Finland","total",2028-02-13,"2028-W06",6,2028,69,"2027/2028"
"Finland","total",2028-02-20,"2028-W07",7,2028,73,"2027/2028"
"Finland","total",2028-02-27,"2028-W08",8,2028,75,"2027/2028"
"Finland","total",2028-03-05,"2028-W09",9,2028,50,"2027/2028"
"Finland","total",2028-03-12,"2028-W10",10,2028,40,"2027/2028"
"Finland","total",2028-03-19,"2028-W11",11,2028,38,"2027/2028"
"Finland","total",2028-03-26,"2028-W12",12,2028,30,"2027/2028"
"Finland","total",2028-04-02,"2028-W13",13,2028,21,"2027/2028"
"Finland","total",2028-04-09,"2028-W14",14,2028,27,"2027/2028"
"Finland","total",2028-04-16,"2028-W15",15,2028,29,"2027/2028"
"Finland","total",2028-04-23,"2028-W16",16,2028,25,"2027/2028"
"Finland","total",2028-04-30,"2028-W17",17,2028,13,"2027/2028"
"Finland","total",2028-05-07,"2028-W18",18,2028,16,"2027/2028"
"Finland","total",2028-05-14,"2028-W19",19,2028,17,"2027/2028"
"Finland","total",2028-05-21,"2028-W20",20,2028,8,"2027/2028"
"Finland","total",2028-05-28,"2028-W21",21,2028,8,"2027/2028"
"Finland","total",2028-06-04,"2028-W22",22,2028,6,"2027/2028"
"Finland","total",2028-06-11,"2028-W23",23,2028,6,"2027/2028"
"Finland","total",2028-06-18,"2028-W24",24,2028,3,"2027/2028"
"Finland","total",2028-06-25,"2028-W25",25,2028,6,"2027/2028"
"Finland","total",2028-07-02,"2028-W26",26,2028,9,"2027/2028"
"Finland","total",2028-07-09,"2028-W27",27,2028,3,"2027/2028"
"Finland","total",2028-07-16,"2028-W28",28,2028,5,"2027/2028"
"Finland","total",2028-07-23,"2028-W29",29,2028,5,"2027/2028"
"Finland","total",2028-07-30,"2028-W30",30,2028,5,"2027/2028"
"Finland","total",2028-08-06,"2028-W31",31,2028,4,"2027/2028"
"Finland","total",2028-08-13,"2028-W32",32,2028,3,"2027/2028"
"Finland","total",2028-08-20,"2028-W33",33,2028,5,"2027/2028"
"Finland","total",2028-08-27,"2028-W34",34,2028,6,"2027/2028"
"France","total",2026-09-06,"2026-W36",36,2026,109,"2026/2027"
"France","total",2026-09-13,"2026-W37",37,2026,131,"2026/2027"
"France","total",2026-09-20,"2026-W38",38,2026,172,"2026/2027"
"France","total",2026-09-27,"2026-W39",39,2026,252,"2026/2027"
"France","total",2026-10-04,"2026-W40",40,2026,380,"2026/2027"
"France","total",2026-10-11,"2026-W41",41,2026,582,"2026/2027"
"France","total",2026-10-18,"2026-W42",42,2026,843,"2026/2027"
"France","total",2026-10-25,"2026-W43",43,2026,1375,"2026/2027"
"France","total",2026-11-01,"2026-W44",44,2026,1804,"2026/2027"
"France","total",2026-11-08,"2026-W45",45,2026,2517,"2026/2027"
"France","total",2026-11-15,"2026-W46",46,2026,3205,"2026/2027"
"France","total",2026-11-22,"2026-W47",47,2026,3924,"2026/2027"
"France","total",2026-11-29,"2026-W48",48,2026,4527,"2026/2027"
"France","total",2026-12-06,"2026-W49",49,2026,4613,"2026/2027"
"France","total",2026-12-13,"2026-W50",50,2026,4850,"2026/2027"
"France","total",2026-12-20,"2026-W51",51,2026,4388,"2026/2027"
"France","total",2026-12-27,"2026-W52",52,2026,3950,"2026/2027"
"France","total",2027-01-03,"2026-W53",53,2026,3743,"2026/2027"
"France","total",2027-01-10,"2027-W01",1,2027,3518,"2026/2027"
"France","total",2027-01-17,"2027-W02",2,2027,2742,"2026/2027"
"France","total",2027-01-24,"2027-W03",3,2027,2103,"2026/2027"
"France","total",2027-01-31,"2027-W04",4,2027,1876,"2026/2027"
"France","total",2027-02-07,"2027-W05",5,2027,1629,"2026/2027"
"France","total",2027-02-14,"2027-W06",6,2027,1467,"2026/2027"
"France","total",2027-02-21,"2027-W07",7,2027,1313,"2026/2027"
"France","total",2027-02-28,"2027-W08",8,2027,1226,"2026/2027"
"France","total",2027-03-07,"2027-W09",9,2027,1091,"2026/2027"
"France","total",2027-03-14,"2027-W10",10,2027,852,"2026/2027"
"France","total",2027-03-21,"2027-W11",11,2027,771,"2026/2027"
"France","total",2027-03-28,"2027-W12",12,2027,702,"2026/2027"
"France","total",2027-04-04,"2027-W13",13,2027,632,"2026/2027"
"France","total",2027-04-11,"2027-W14",14,2027,536,"2026/2027"
"France","total",2027-04-18,"2027-W15",15,2027,385,"2026/2027"
"France","total",2027-04-25,"2027-W16",16,2027,384,"2026/2027"
"France","total",2027-05-02,"2027-W17",17,2027,311,"2026/2027"
"France","total",2027-05-09,"2027-W18",18,2027,347,"2026/2027"
"France","total",2027-05-16,"2027-W19",19,2027,252,"2026/2027"
"France","total",2027-05-23,"2027-W20",20,2027,224,"2026/2027"
"France","total",2027-05-30,"2027-W21",21,2027,188,"2026/2027"
"France","total",2027-06-06,"2027-W22",22,2027,149,"2026/2027"
"France","total",2027-06-13,"2027-W23",23,2027,148,"2026/2027"
"France","total",2027-06-20,"2027-W24",24,2027,128,"2026/2027"
"France","total",2027-06-27,"2027-W25",25,2027,104,"2026/2027"
"France","total",2027-07-04,"2027-W26",26,2027,107,"2026/2027"
"France","total",2027-07-11,"2027-W27",27,2027,107,"2026/2027"
"France","total",2027-07-18,"2027-W28",28,2027,98,"2026/2027"
"France","total",2027-07-25,"2027-W29",29,2027,103,"2026/2027"
"France","total",2027-08-01,"2027-W30",30,2027,100,"2026/2027"
"France","total",2027-08-08,"2027-W31",31,2027,117,"2026/2027"
"France","total",2027-08-15,"2027-W32",32,2027,94,"2026/2027"
"France","total",2027-08-22,"2027-W33",33,2027,96,"2026/2027"
"France","total",2027-08-29,"2027-W34",34,2027,80,"2026/2027"
"France","total",2027-09-05,"2027-W35",35,2027,109,"2027/2028"
"France","total",2027-09-12,"2027-W36",36,2027,131,"2027/2028"
"France","total",2027-09-19,"2027-W37",37,2027,172,"2027/2028"
"France","total",2027-09-26,"2027-W38",38,2027,252,"2027/2028"
"France","total",2027-10-03,"2027-W39",39,2027,380,"2027/2028"
"France","total",2027-10-10,"2027-W40",40,2027,582,"2027/2028"
"France","total",2027-10-17,"2027-W41",41,2027,843,"2027/2028"
"France","total",2027-10-24,"2027-W42",42,2027,1375,"2027/2028"
"France","total",2027-10-31,"2027-W43",43,2027,1804,"2027/2028"
"France","total",2027-11-07,"2027-W44",44,2027,2517,"2027/2028"
"France","total",2027-11-14,"2027-W45",45,2027,3205,"2027/2028"
"France","total",2027-11-21,"2027-W46",46,2027,3924,"2027/2028"
"France","total",2027-11-28,"2027-W47",47,2027,4527,"2027/2028"
"France","total",2027-12-05,"2027-W48",48,2027,4613,"2027/2028"
"France","total",2027-12-12,"2027-W49",49,2027,4850,"2027/2028"
"France","total",2027-12-19,"2027-W50",50,2027,4388,"2027/2028"
"France","total",2027-12-26,"2027-W51",51,2027,3950,"2027/2028"
"France","total",2028-01-02,"2027-W52",52,2027,3743,"2027/2028"
"France","total",2028-01-09,"2028-W01",1,2028,3518,"2027/2028"
"France","total",2028-01-16,"2028-W02",2,2028,2742,"2027/2028"
"France","total",2028-01-23,"2028-W03",3,2028,2103,"2027/2028"
"France","total",2028-01-30,"2028-W04",4,2028,1876,"2027/2028"
"France","total",2028-02-06,"2028-W05",5,2028,1629,"2027/2028"
"France","total",2028-02-13,"2028-W06",6,2028,1467,"2027/2028"
"France","total",2028-02-20,"2028-W07",7,2028,1313,"2027/2028"
"France","total",2028-02-27,"2028-W08",8,2028,1226,"2027/2028"
"France","total",2028-03-05,"2028-W09",9,2028,1091,"2027/2028"
"France","total",2028-03-12,"2028-W10",10,2028,852,"2027/2028"
"France","total",2028-03-19,"2028-W11",11,2028,771,"2027/2028"
"France","total",2028-03-26,"2028-W12",12,2028,702,"2027/2028"
"France","total",2028-04-02,"2028-W13",13,2028,632,"2027/2028"
"France","total",2028-04-09,"2028-W14",14,2028,536,"2027/2028"
"France","total",2028-04-16,"2028-W15",15,2028,385,"2027/2028"
"France","total",2028-04-23,"2028-W16",16,2028,384,"2027/2028"
"France","total",2028-04-30,"2028-W17",17,2028,311,"2027/2028"
"France","total",2028-05-07,"2028-W18",18,2028,347,"2027/2028"
"France","total",2028-05-14,"2028-W19",19,2028,252,"2027/2028"
"France","total",2028-05-21,"2028-W20",20,2028,224,"2027/2028"
"France","total",2028-05-28,"2028-W21",21,2028,188,"2027/2028"
"France","total",2028-06-04,"2028-W22",22,2028,149,"2027/2028"
"France","total",2028-06-11,"2028-W23",23,2028,148,"2027/2028"
"France","total",2028-06-18,"2028-W24",24,2028,128,"2027/2028"
"France","total",2028-06-25,"2028-W25",25,2028,104,"2027/2028"
"France","total",2028-07-02,"2028-W26",26,2028,107,"2027/2028"
"France","total",2028-07-09,"2028-W27",27,2028,107,"2027/2028"
"France","total",2028-07-16,"2028-W28",28,2028,98,"2027/2028"
"France","total",2028-07-23,"2028-W29",29,2028,103,"2027/2028"
"France","total",2028-07-30,"2028-W30",30,2028,100,"2027/2028"
"France","total",2028-08-06,"2028-W31",31,2028,117,"2027/2028"
"France","total",2028-08-13,"2028-W32",32,2028,94,"2027/2028"
"France","total",2028-08-20,"2028-W33",33,2028,96,"2027/2028"
"France","total",2028-08-27,"2028-W34",34,2028,80,"2027/2028"
"Germany","total",2026-09-06,"2026-W36",36,2026,114,"2026/2027"
"Germany","total",2026-09-13,"2026-W37",37,2026,110,"2026/2027"
"Germany","total",2026-09-20,"2026-W38",38,2026,155,"2026/2027"
"Germany","total",2026-09-27,"2026-W39",39,2026,244,"2026/2027"
"Germany","total",2026-10-04,"2026-W40",40,2026,358,"2026/2027"
"Germany","total",2026-10-11,"2026-W41",41,2026,565,"2026/2027"
"Germany","total",2026-10-18,"2026-W42",42,2026,823,"2026/2027"
"Germany","total",2026-10-25,"2026-W43",43,2026,1300,"2026/2027"
"Germany","total",2026-11-01,"2026-W44",44,2026,1797,"2026/2027"
"Germany","total",2026-11-08,"2026-W45",45,2026,2451,"2026/2027"
"Germany","total",2026-11-15,"2026-W46",46,2026,3175,"2026/2027"
"Germany","total",2026-11-22,"2026-W47",47,2026,3691,"2026/2027"
"Germany","total",2026-11-29,"2026-W48",48,2026,4448,"2026/2027"
"Germany","total",2026-12-06,"2026-W49",49,2026,4524,"2026/2027"
"Germany","total",2026-12-13,"2026-W50",50,2026,4618,"2026/2027"
"Germany","total",2026-12-20,"2026-W51",51,2026,4319,"2026/2027"
"Germany","total",2026-12-27,"2026-W52",52,2026,3872,"2026/2027"
"Germany","total",2027-01-03,"2026-W53",53,2026,3665,"2026/2027"
"Germany","total",2027-01-10,"2027-W01",1,2027,3465,"2026/2027"
"Germany","total",2027-01-17,"2027-W02",2,2027,2584,"2026/2027"
"Germany","total",2027-01-24,"2027-W03",3,2027,2024,"2026/2027"
"Germany","total",2027-01-31,"2027-W04",4,2027,1855,"2026/2027"
"Germany","total",2027-02-07,"2027-W05",5,2027,1649,"2026/2027"
"Germany","total",2027-02-14,"2027-W06",6,2027,1454,"2026/2027"
"Germany","total",2027-02-21,"2027-W07",7,2027,1292,"2026/2027"
"Germany","total",2027-02-28,"2027-W08",8,2027,1172,"2026/2027"
"Germany","total",2027-03-07,"2027-W09",9,2027,997,"2026/2027"
"Germany","total",2027-03-14,"2027-W10",10,2027,850,"2026/2027"
"Germany","total",2027-03-21,"2027-W11",11,2027,753,"2026/2027"
"Germany","total",2027-03-28,"2027-W12",12,2027,661,"2026/2027"
"Germany","total",2027-04-04,"2027-W13",13,2027,617,"2026/2027"
"Germany","total",2027-04-11,"2027-W14",14,2027,466,"2026/2027"
"Germany","total",2027-04-18,"2027-W15",15,2027,391,"2026/2027"
"Germany","total",2027-04-25,"2027-W16",16,2027,386,"2026/2027"
"Germany","total",2027-05-02,"2027-W17",17,2027,293,"2026/2027"
"Germany","total",2027-05-09,"2027-W18",18,2027,287,"2026/2027"
"Germany","total",2027-05-16,"2027-W19",19,2027,205,"2026/2027"
"Germany","total",2027-05-23,"2027-W20",20,2027,223,"2026/2027"
"Germany","total",2027-05-30,"2027-W21",21,2027,174,"2026/2027"
"Germany","total",2027-06-06,"2027-W22",22,2027,146,"2026/2027"
"Germany","total",2027-06-13,"2027-W23",23,2027,122,"2026/2027"
"Germany","total",2027-06-20,"2027-W24",24,2027,121,"2026/2027"
"Germany","total",2027-06-27,"2027-W25",25,2027,110,"2026/2027"
"Germany","total",2027-07-04,"2027-W26",26,2027,103,"2026/2027"
"Germany","total",2027-07-11,"2027-W27",27,2027,88,"2026/2027"
"Germany","total",2027-07-18,"2027-W28",28,2027,120,"2026/2027"
"Germany","total",2027-07-25,"2027-W29",29,2027,97,"2026/2027"
"Germany","total",2027-08-01,"2027-W30",30,2027,92,"2026/2027"
"Germany","total",2027-08-08,"2027-W31",31,2027,101,"2026/2027"
"Germany","total",2027-08-15,"2027-W32",32,2027,93,"2026/2027"
"Germany","total",2027-08-22,"2027-W33",33,2027,96,"2026/2027"
"Germany","total",2027-08-29,"2027-W34",34,2027,85,"2026/2027"
"Germany","total",2027-09-05,"2027-W35",35,2027,114,"2027/2028"
"Germany","total",2027-09-12,"2027-W36",36,2027,110,"2027/2028"
"Germany","total",2027-09-19,"2027-W37",37,2027,155,"2027/2028"
"Germany","total",2027-09-26,"2027-W38",38,2027,244,"2027/2028"
"Germany","total",2027-10-03,"2027-W39",39,2027,358,"2027/2028"
"Germany","total",2027-10-10,"2027-W40",40,2027,565,"2027/2028"
"Germany","total",2027-10-17,"2027-W41",41,2027,823,"2027/2028"
